Lat	Long	Soil_Type	Soil_Class	SoilDepth	HzSimb	HzDeIn	HzDeFn	HzVal	Silt	Clay	Sand	pH_KCL	C	C_N	BD
-16.683	-57.817	0	HGP e Ta arg.	200	A1	0	10	1	27	51	22	6.6	1.95	8	1.4
-12.550	-57.817	0	LEd méd.	200	B22	90	150	5	7.8	19.4	72.8	5	0.1	10	1.4
-12.550	-57.817	0	LEd méd.	200	B21	60	90	4	6	19.6	74.4	4.5	0.2	10	1.4
-12.550	-57.817	0	LEd méd.	200	B1	40	60	3	7.2	18.4	74.4	4.5	0.4	13	1.4
-12.550	-57.817	0	LEd méd.	200	A3	15	40	2	7.6	13.2	79.2	4.2	0.5	13	1.4
-12.550	-57.817	0	LEd méd.	200	A1	0	15	1	8.3	9.5	82.2	4.1	0.7	14	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIB3/C	110	120	7	23	15	62	6.2	0.09	2	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIIC	120	140	8	23	31	46	6.1	0.08	3	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIB22	90	110	6	32	23	45	6.2	0.13	3	1.4
-19.683	-57.800	0	HC e Ta méd.	200	C	12	35	2	26	6	68	6.1	0.16	3	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIA3	50	60	4	28	25	47	6.3	0.21	4	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIB21	60	90	5	33	37	30	6.3	0.3	4	1.4
-19.683	-57.800	0	HC e Ta méd.	200	IIA6	35	50	3	27	16	57	6.2	0.27	5	1.4
-19.683	-57.800	0	HC e Ta méd.	200	A1	0	12	1	27	7	66	5.1	0.66	9	1.4
-16.650	-57.800	0	PE Tb ab. Aren./méd.	200	B2	80	140	4	23	21	56	4.9	0.15	4	1.4
-16.650	-57.800	0	PE Tb ab. Aren./méd.	200	B1	45	80	3	20	18	62	4.8	0.19	4	1.4
-16.650	-57.800	0	PE Tb ab. Aren./méd.	200	A3	25	45	2	12	10	78	5.1	0.31	5	1.4
-16.650	-57.800	0	PE Tb ab. Aren./méd.	200	A1	0	25	1	12	8	80	5.9	0.94	10	1.4
-16.067	-57.783	0	PV d méd.	200	B21	60	90	4	6.1	20	73.9	3.8	0.3	3.8	1.4
-16.067	-57.783	0	PV d méd.	200	B1	40	60	3	2.6	17.4	80	3.9	0.14	3.9	1.4
-16.067	-57.783	0	PV d méd.	200	B22	90	120	5	7	26.4	66.6	3.9	0.26	3.9	1.4
-16.067	-57.783	0	PV d méd.	200	A3	20	40	2	8	14.3	77.7	4	0.55	4	1.4
-16.067	-57.783	0	PV d méd.	200	A1	0	20	1	7.4	8.4	84.2	4.6	0.88	4.6	1.4
-9.100	-57.783	LVA ál. Méd.	LVA	200	B22	110	150	5	14.5	22.1	63.4	4.1	0.3	10	1.4
-9.100	-57.783	LVA ál. Méd.	LVA	200	B21	60	110	4	13.1	23.5	63.4	4	0.3	10	1.4
-9.100	-57.783	LVA ál. Méd.	LVA	200	B1	25	60	3	19.8	23.4	56.8	4	0.5	10	1.4
-9.100	-57.783	LVA ál. Méd.	LVA	200	A3	10	25	2	5.6	31.5	62.9	4	0.8	10	1.4
-9.100	-57.783	LVA ál. Méd.	LVA	200	A1	0	10	1	11.2	23.7	65.1	3.8	2	10	1.4
-16.733	-57.767	0	PLS Ta méd./arg.	200	B21pl	25	60	4	37	59	4	3.4	0.54	5	1.4
-16.733	-57.767	0	PLS Ta méd./arg.	200	B1	15	25	3	36	54	10	3.4	0.79	6	1.4
-16.733	-57.767	0	PLS Ta méd./arg.	200	A3	8	15	2	38	7	55	3.9	0.8	6	1.4
-16.733	-57.767	0	PLS Ta méd./arg.	200	A1	0	8	1	44	10	46	4.3	2.01	7	1.4
-15.300	-57.767	0	PV a Tb aren./méd.	200	B21	70	120	4	4.6	14.6	80.8	4	0.3	10	1.4
-15.300	-57.767	0	PV a Tb aren./méd.	200	B22t	120	160	5	5	16.9	78.1	4	0.3	10	1.4
-15.300	-57.767	0	PV a Tb aren./méd.	200	B1	25	70	3	4	12.1	83.9	4	0.5	10	1.4
-15.300	-57.767	0	PV a Tb aren./méd.	200	A3	15	25	2	3.4	9.6	87	3.9	0.8	10	1.4
-15.300	-57.767	0	PV a Tb aren./méd.	200	A1	0	15	1	5	6.5	88.5	3.9	1.2	10	1.4
-1.467	-57.767	no value given	LVA d. arg.	200	B22	90	130	5	14	40	46	5	0.29	10	1.4
-1.467	-57.767	no value given	PVA	200	A1	0	15	1	28	25	47	3.7	2.01	11	1.4
-1.467	-57.767	no value given	PVA	200	B23	90	120	5	23	40	37	4.1	0.48	12	1.4
-1.467	-57.767	no value given	LVA d. arg.	200	B1	25	50	3	14	39	47	4.3	0.58	12	1.4
-1.467	-57.767	no value given	PVA	200	B21	40	60	3	24	34	42	4.1	0.74	12	1.4
-1.467	-57.767	no value given	LVA d. arg.	200	A1	0	10	1	18	25	57	3.7	1.17	12	1.4
-1.467	-57.767	no value given	PVA	200	B3	120	150	6	18	25	57	4.2	0.38	13	1.4
-1.467	-57.767	no value given	LVA d. arg.	200	B21	50	90	4	16	46	38	4.6	0.52	13	1.4
-1.467	-57.767	no value given	LVA d. arg.	200	A3	10	25	2	17	33	50	3.9	0.75	13	1.4
-1.467	-57.767	no value given	PVA	200	B22	60	90	4	23	38	39	4	0.57	14	1.4
-1.467	-57.767	no value given	PVA	200	A3	15	40	2	30	27	43	4	1.36	14	1.4
-11.067	-57.750	PVA endoál. At. Baixa méd.	PVA	200	B3	120	150	5	46	19.4	34.6	4.5	0.4	13	1.4
-11.067	-57.750	PVA endoál. At. Baixa méd.	PVA	200	B21	40	70	3	38.6	22.1	39.3	4.3	0.7	14	1.4
-11.067	-57.750	PVA endoál. At. Baixa méd.	PVA	200	B22	70	120	4	41.6	20.1	38.3	4.4	0.6	15	1.4
-11.067	-57.750	PVA endoál. At. Baixa méd.	PVA	200	A11	0	20	1	49.5	11.7	38.8	4.3	1.5	15	1.4
-11.067	-57.750	PVA endoál. At. Baixa méd.	PVA	200	A12	20	40	2	47.4	13.1	39.5	4.3	1.1	16	1.4
-19.033	-57.733	0	HGP e Ta arg.	200	A	0	50	1	36	49	15	7.7	0.48	4	1.4
-19.033	-57.733	0	HGP e Ta arg.	200	Cg	50	110	2	29	61	10	8.1	0.44	6	1.4
-19.033	-57.733	0	PE Ta marg. 	200	C	40	60	3	31	55	14	7	0.59	6	1.4
-19.033	-57.733	0	PE Ta marg. 	200	B	20	40	2	25	67	8	7.1	1.2	7	1.4
-19.033	-57.733	0	PE Ta marg. 	200	A	0	15	1	25	65	10	7	2.42	8	1.4
-16.033	-57.717	0	AQ d ... 	200	C1	5	50	2	1.5	3.2	95.3	4	0.46	4	1.4
-16.033	-57.717	0	AQ d ... 	200	C2	50	100	3	0.7	3.8	95.5	4.2	0.18	4.2	1.4
-16.033	-57.717	0	AQ d ... 	200	A	0	5	1	2	9.6	88.4	4.3	0.2	4.3	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	B21	45	65	4	39.6	43.2	17.2	5	0.4	8	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	B1	25	45	3	47.1	33.3	19.6	4.9	0.6	9	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	A3	10	25	2	52.8	24.3	22.9	4.9	0.9	9	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	B23	110	130	6	35.5	49.7	14.8	5.4	0.2	10	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	B22	65	110	5	35.4	49.3	15.3	5.4	0.3	10	1.4
-9.867	-57.717	PVA d. at. Baixa arg.	PVA	200	A1	0	10	1	48.2	25.4	26.4	5	2.1	10	1.4
-9.017	-57.717	Ct ál. At. Baixa méd.	Ct	200	(B)3	120	140	5	58.9	31.1	10	3.8	0.4	10	1.4
-9.017	-57.717	Ct ál. At. Baixa méd.	Ct	200	(B)2	80	120	4	60.5	31.3	8.2	3.9	0.5	10	1.4
-9.017	-57.717	Ct ál. At. Baixa méd.	Ct	200	A1	0	10	1	71.1	24.7	4.2	2.5	0.5	10	1.4
-9.017	-57.717	Ct ál. At. Baixa méd.	Ct	200	(B)1	40	80	3	59.3	32.4	8.3	3.8	0.9	10	1.4
-9.017	-57.717	Ct ál. At. Baixa méd.	Ct	200	A3	10	40	2	60.5	31.8	7.7	3.6	1.4	10	1.4
-16.600	-57.683	0	PE Tb méd.	200	B1	35	60	3	20	10	70	4.5	0.19	3	1.4
-16.600	-57.683	0	PE Tb méd.	200	B2	60	120	4	19	19	62	4.3	0.19	4	1.4
-16.600	-57.683	0	PE Tb méd.	200	B3c	120	150	5	20	20	60	4.4	0.18	4	1.4
-16.600	-57.683	0	PE Tb méd.	200	A3	10	35	2	14	16	70	4.3	0.45	6	1.4
-16.600	-57.683	0	PE Tb méd.	200	A1	0	10	1	16	12	72	4.4	0.62	7	1.4
-16.083	-57.683	0	HGP e Ta arg.	200	C2g	60	95	4	44.6	44	11.4	3.2	1.01	3.2	1.4
-16.083	-57.683	0	HGP e Ta arg.	200	C1g	35	60	3	58.1	40.4	1.5	3.2	1.43	3.2	1.4
-16.083	-57.683	0	HGP e Ta arg.	200	A3g	15	35	2	54.7	42	3.3	3.3	1.3	3.3	1.4
-16.083	-57.683	0	HGP e Ta arg.	200	A1	0	15	1	61.3	34.6	4.1	3.6	1.77	3.6	1.4
-16.083	-57.683	0	HGP e Ta arg.	200	IIC3g	95	115	5	0.7	4.4	94.9	3.8	0.15	3.8	1.4
-13.567	-57.683	0	LVd marg.	200	B22	110	160	5	12.9	66.6	20.5	5.5	0.6	12	1.4
-13.567	-57.683	0	LVd marg.	200	B1	35	60	3	9.1	69.3	21.6	4.6	1.2	12	1.4
-13.567	-57.683	0	LVd marg.	200	B21	60	110	4	10.4	69.3	20.3	5.2	0.8	13	1.4
-13.567	-57.683	0	LVd marg.	200	A3	20	35	2	12.1	61.2	26.7	4.2	2.3	14	1.4
-13.567	-57.683	0	LVd marg.	200	A1	0	20	1	20.1	49.6	30.3	4.1	3.1	16	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	B3	150	160	7	18	31.4	50.6	4.1	0.4	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	B23	130	150	6	19.1	35.9	45	4.1	0.5	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	B22	90	130	5	27.7	31.1	41.2	4.1	0.5	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	B21	75	90	4	17.5	31	51.5	3.9	0.7	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	B1	50	75	3	14.7	43	42.3	3.9	0.8	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	A3	20	50	2	23.5	38.2	38.3	3.8	1.1	10	1.4
-9.333	-57.683	LVA ál. Méd.	LVA	200	A1	0	20	1	52.2	31.2	16.6	3.8	1.4	10	1.4
-16.717	-57.667	0	HGP e Ta arg. Marg.	200	C3g	90	120	5	35	63	2	7.1	0.17	3	1.4
-16.717	-57.667	0	HGP e Ta arg. Marg.	200	C1g	30	60	3	41	58	1	4.1	0.32	3	1.4
-16.717	-57.667	0	HGP e Ta arg. Marg.	200	C2g	60	90	4	29	70	1	6.6	0.31	4	1.4
-16.717	-57.667	0	HGP e Ta arg. Marg.	200	A3	15	30	2	44	54	2	4.1	0.73	6	1.4
-16.717	-57.667	0	HGP e Ta arg. Marg.	200	A1	0	15	1	50	45	5	5.4	2.03	8	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	B3	130	160	6	37.7	56.1	6.2	3.9	0.7	12	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	B22t	60	100	4	20.9	77.4	1.7	3.8	1.1	12	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	B23t	100	130	5	21	76.7	2.3	3.8	0.8	13	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	B21	25	60	3	28	68	4	3.8	1.4	16	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	A1	0	10	1	35.7	59.7	4.6	4	2.7	19	1.4
-14.767	-57.667	0	PE Ta proem. marg.	200	A3	10	25	2	26.8	69.2	4	3.8	2	20	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	BC	120	130	6	50.5	28.4	21.1	4.9	0.2	10	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	A3	20	35	2	49.9	17.3	32.8	4.2	0.7	10	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	B21	35	60	3	42.8	34.9	22.3	4.1	0.6	12	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	B22	60	100	4	45.7	35.3	19	4.4	0.4	13	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	B23	100	120	5	46.4	31.1	22.5	4.7	0.3	15	1.4
-11.300	-57.667	PVA d. at. Baixa méd.	PVA	200	A1	0	20	1	52.8	12.1	35.1	4.6	1.4	16	1.4
-12.283	-57.650	0	LV a méd.	200	B21	75	105	4	3.2	24.3	72.5	3.9	0.3	10	1.4
-12.283	-57.650	0	LV a méd.	200	B22	105	150	5	4.1	25	70.9	3.9	0.3	10	1.4
-12.283	-57.650	0	LV a méd.	200	B1	30	75	3	4.7	20.6	74.7	3.8	0.5	10	1.4
-12.283	-57.650	0	LV a méd.	200	A3	10	30	2	4.6	20.8	74.6	3.9	0.6	10	1.4
-12.283	-57.650	0	LV a méd.	200	A1	0	10	1	2	14.8	83.2	3.7	0.8	10	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	B22	60	80	4	53.2	33.7	13.1	5.1	0.4	10	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	A1	0	20	1	47.8	27.9	24.3	4.6	1.3	10	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	C	100	110	6	36.7	46.1	17.2	5.2	0.5	13	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	B3	80	100	5	47.1	38.2	14.7	5.2	0.5	13	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	B21	40	60	3	40.5	45.6	13.9	5	0.5	13	1.4
-10.767	-57.650	TRE distr. Mod. Text. Arg.	TRE	200	A3	20	40	2	43.9	38.6	17.5	4.7	0.7	14	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	A3	20	30	2	46.9	19.7	33.4	5	0.4	6	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	A1	0	20	1	50.7	14	35.3	4.9	0.7	6	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	B3	100	130	6	39.7	36.6	23.7	5.6	0.2	10	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	B23	80	100	5	34.2	41.7	24.1	5.7	0.3	10	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	B22	50	80	4	38.6	42.9	18.5	5.6	0.3	10	1.4
-11.050	-57.633	PVA d. at. Baixa arg.	PVA	200	B21	30	50	3	36.1	38.4	25.5	5.3	0.4	13	1.4
-8.200	-57.633	Aluvial ál. Ativ. Baixa mod. Text. Med.	Aluvial	200	ll C2	70	100	4	51.2	31.71	17.09	3.8	0.4	10	1.4
-8.200	-57.633	Aluvial ál. Ativ. Baixa mod. Text. Med.	Aluvial	200	ll C1	40	70	3	62.5	17.5	20	3.8	0.5	10	1.4
-8.200	-57.633	Aluvial ál. Ativ. Baixa mod. Text. Med.	Aluvial	200	A3	15	40	2	51.4	30.87	17.73	3.9	0.6	10	1.4
-8.200	-57.633	Aluvial ál. Ativ. Baixa mod. Text. Med.	Aluvial	200	A1	0	15	1	57.6	26.3	16.1	3.8	1.1	10	1.4
-3.617	-57.633	no value given	PVA	200	B3	95	110	4	45.7	39.2	15.1	4	0.15	10	1.4
-3.617	-57.633	no value given	PVA	200	B22	55	95	3	38.6	44.6	16.8	4.1	0.21	10	1.4
-3.617	-57.633	no value given	PVA	200	B21	15	55	2	31.9	59.3	8.8	4	0.3	10	1.4
-3.617	-57.633	no value given	PVA	200	A1A3	0	15	1	41.9	30.5	27.6	3.6	1.47	10	1.4
-18.667	-57.617	Vertissolo … …	PE15	200	C2	120	140	5	22	64	14	7.6	0.2	4	1.4
-18.667	-57.617	Vertissolo … …	PE15	200	C1	90	120	4	21	67	12	7.6	0.27	5	1.4
-18.667	-57.617	Vertissolo … …	PE15	200	A11	0	6	1	34	51	15	6.7	4.39	6	1.4
-18.667	-57.617	Vertissolo … …	PE15	200	A13	60	90	3	31	57	12	6.8	0.65	7	1.4
-18.667	-57.617	Vertissolo … …	PE15	200	A12	6	60	2	34	55	11	6.2	1.03	7	1.4
-19.067	-57.600	Rendzina … …	Re2	200	A	0	30	1	34	20	46	7.2	3	12	1.4
-16.267	-57.600	0	LV d arg. 	200	B3	110	140	5	4.9	50.9	44.2	3.8	0.09	3.8	1.4
-16.267	-57.600	0	LV d arg. 	200	B1	25	55	3	8.7	30.7	60.6	3.8	0.28	3.8	1.4
-16.267	-57.600	0	LV d arg. 	200	A3	5	25	2	9.5	24.4	66.1	3.9	0.38	3.9	1.4
-16.267	-57.600	0	LV d arg. 	200	B21	55	110	4	12	31.2	56.8	3.9	0.38	3.9	1.4
-16.267	-57.600	0	LV d arg. 	200	A1	0	5	1	15.9	17.4	66.7	4.7	0.91	4.7	1.4
-15.083	-57.600	0	PE Ta méd.casc.f.ped.	200	B	25	50	1	46	23	31	7.2	0.93	7	1.4
-19.367	-57.583	0	V sol.sal.arg.	200	C2g	70	130	4	53	20	27	8	0.22	3	1.4
-19.367	-57.583	0	V sol.sal.arg.	200	C1g	35	70	3	56	23	21	7.8	0.32	4	1.4
-19.367	-57.583	0	V sol.sal.arg.	200	ACg	20	35	2	36	45	19	7.6	0.45	5	1.4
-19.367	-57.583	0	V sol.sal.arg.	200	A1	0	20	1	33	33	34	6.7	0.96	7	1.4
-19.300	-57.583	0	SS Ta aren. Méd.	200	B22t	85	140	4	18	14	68	6.6	0.09	2	1.4
-19.300	-57.583	0	SS Ta aren. Méd.	200	B21t	35	85	3	21	28	51	7.5	0.13	2	1.4
-19.300	-57.583	0	SS Ta aren. Méd.	200	A2	20	35	2	15	6	79	5.2	0.22	4	1.4
-19.300	-57.583	0	SS Ta aren. Méd.	200	A1	0	20	1	18	11	71	4.7	0.88	10	1.4
-19.100	-57.583	Brunizém Avermelhado 	BV2	200	B3	80	100	5	28	45	27	7.2	0.6	5	1.4
-19.100	-57.583	Brunizém Avermelhado 	BV2	200	B2t	55	80	4	24	44	32	7.0	0.73	5	1.4
-19.100	-57.583	Brunizém Avermelhado 	BV2	200	B1	40	55	3	26	40	34	6.8	0.96	5	1.4
-19.100	-57.583	Brunizém Avermelhado 	BV2	200	A3	25	40	2	26	41	33	6.9	1.09	6	1.4
-19.100	-57.583	Brunizém Avermelhado 	BV2	200	A1	0	25	1	28	39	33	7.2	1.82	10	1.4
-19.033	-57.583	0	B marg.	200	B2	50	70	4	21	68	11	7.1	0.9	5	1.4
-19.033	-57.583	0	B marg.	200	B1	40	50	3	24	65	11	7	1	6	1.4
-19.033	-57.583	0	B marg.	200	A3	30	40	2	27	63	10	7	1.23	6	1.4
-19.033	-57.583	0	B marg.	200	A1	0	30	1	30	61	9	7	2.4	8	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	B24	130	160	6	13.9	44.5	41.6	5.1	0.3	10	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	B23	70	130	5	16.5	45.3	38.2	4.9	0.4	10	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	B22	50	70	4	10.5	46.4	43.1	4.4	0.6	10	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	B21	30	50	3	14	46.7	39.3	4.1	0.8	10	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	A3	15	30	2	12.6	39.4	48	3.9	1.3	10	1.4
-10.883	-57.583	PVA epiál. At. Baixa arg.	PVA	200	A1	0	15	1	14.9	34.2	50.9	3.8	2	10	1.4
-2.350	-57.583	no value given	LA d. med.	200	B22	90	160	4	2.5	21	76.5	4.1	0.22	10	1.4
-2.350	-57.583	no value given	LA d. med.	200	B21	40	90	3	2.5	0	97.5	4.1	0.56	10	1.4
-2.350	-57.583	no value given	LA d. med.	200	B1	20	40	2	2.6	19.5	77.9	4	0.64	10	1.4
-2.350	-57.583	no value given	LA d. med.	200	A1	0	20	1	1.8	12.7	85.5	3.7	1.36	10	1.4
-16.150	-57.567	Solo Litólico distrófico	Rd4	200	A12	20	40	2	6.8	14.4	78.8	4.1	0.47	4.1	1.4
-16.150	-57.567	Solo Litólico distrófico	Rd4	200	C	40	70	3	9.0	13	78	4.2	0.69	4.2	1.4
-16.150	-57.567	Solo Litólico distrófico	Rd4	200	A11	0	20	1	7	16.4	76.6	4.4	0.42	4.4	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	B22	95	120	5	21.7	46.6	31.7	5.6	0.2	10	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	B3	120	160	6	27.6	32.3	40.1	5.5	0.2	10	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	B21	45	95	4	16.6	43.3	40.1	5.2	0.4	10	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	B1	30	45	3	17.4	35.6	47	5.2	0.9	10	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	A3	15	30	2	19.8	30	50.2	5.4	1.6	10	1.4
-9.883	-57.567	PVA e. at. Baixa arg.	PVA	200	A1	0	15	1	31.5	21.5	47	6	4.3	10	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	B23	100	120	6	43.6	42.4	14	4.2	0.1	5	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	B3	120	160	7	49.3	33.4	17.3	4.2	0.1	5	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	B22	70	100	5	43.7	38.3	18	4.7	0.2	7	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	A1	0	15	1	62.6	6.2	31.2	4.9	1.6	9	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	B21	55	70	4	46.8	33.3	19.9	4.6	0.5	10	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	B1	40	55	3	54.1	22.3	23.6	4.6	0.5	10	1.4
-9.700	-57.567	PVA d. at. Baixa arg.	PVA	200	A3	15	40	2	58.8	14.5	26.7	4.6	0.7	12	1.4
-8.767	-57.567	Li ál. At. Baixa aren.	Li	200	C	50	70	3	9.9	10.54	79.56	4.4	0.5	10	1.4
-8.767	-57.567	Li ál. At. Baixa aren.	Li	200	A3	20	50	2	12.6	11.2	76.2	4.4	0.9	10	1.4
-8.767	-57.567	Li ál. At. Baixa aren.	Li	200	A1	0	20	1	8.8	6.16	85.04	4.2	1.4	10	1.4
-19.133	-57.550	0	PE Tb méd.	200	B22	100	150	5	18	28	54	3.6	0.13	2	1.4
-19.133	-57.550	0	PE Tb méd.	200	B21	60	100	4	16	28	56	4.1	0.21	3	1.4
-19.133	-57.550	0	PE Tb méd.	200	B1	30	60	3	15	30	55	4.3	0.31	3	1.4
-19.133	-57.550	0	PE Tb méd.	200	A3	5	30	2	16	2	82	5.3	0.6	5	1.4
-19.133	-57.550	0	PE Tb méd.	200	A1	0	5	1	18	15	67	6.5	1.12	8	1.4
-15.483	-57.550	Areia Quartzosa álica	AQa10	200	C2	60	115	4	3.1	11.4	85.5	4	0.2	10	1.4
-15.483	-57.550	Areia Quartzosa álica	AQa10	200	C3	115	160	5	4.1	11.2	84.7	3.9	0.2	10	1.4
-15.483	-57.550	Areia Quartzosa álica	AQa10	200	C1	25	60	3	3.3	9.8	86.9	3.9	0.4	10	1.4
-15.483	-57.550	Areia Quartzosa álica	AQa10	200	AC	10	25	2	4.7	6.6	88.7	3.7	0.8	10	1.4
-15.483	-57.550	Areia Quartzosa álica	AQa10	200	A1	0	10	1	3.4	6.4	90.2	3.5	1.2	10	1.4
-10.183	-57.550	PVA ál. At. Baixa méd.	PVA	200	BC	80	100	5	55.1	28.4	16.5	4	0.3	10	1.4
-10.183	-57.550	PVA ál. At. Baixa méd.	PVA	200	B22	60	80	4	59.8	20.7	19.5	4	0.3	10	1.4
-10.183	-57.550	PVA ál. At. Baixa méd.	PVA	200	B1	20	40	2	61.4	16.2	22.4	3.9	0.6	10	1.4
-10.183	-57.550	PVA ál. At. Baixa méd.	PVA	200	A1	0	20	1	62.7	11.7	25.6	3.8	1.3	10	1.4
-10.183	-57.550	PVA ál. At. Baixa méd.	PVA	200	B21	40	60	3	60.2	20.1	19.7	3.9	0.4	13	1.4
-8.883	-57.550	LVA ál. Arg.	LVA	200	B22	95	130	5	28	45.24	26.76	4.1	0.4	10	1.4
-8.883	-57.550	LVA ál. Arg.	LVA	200	B21	65	95	4	26.8	46.88	26.32	4.1	0.5	10	1.4
-8.883	-57.550	LVA ál. Arg.	LVA	200	B1	35	65	3	28.9	44.64	26.46	4	0.6	10	1.4
-8.883	-57.550	LVA ál. Arg.	LVA	200	A3	15	35	2	27.1	47.07	25.83	3.9	0.9	10	1.4
-8.883	-57.550	LVA ál. Arg.	LVA	200	A1	0	15	1	32.7	40.96	26.34	3.5	1.7	10	1.4
-15.983	-57.517	0	PVL a endocn.méd.	200	B22cn	100	140	5	21.5	33.6	44.9	4	0.2	10	1.4
-15.983	-57.517	0	PVL a endocn.méd.	200	B1	30	60	3	18.8	25.8	55.4	4	0.3	10	1.4
-15.983	-57.517	0	PVL a endocn.méd.	200	B21	60	100	4	21.6	30.4	48	4	0.3	10	1.4
-15.983	-57.517	0	PVL a endocn.méd.	200	A3	10	30	2	18.2	21.6	60.2	3.9	0.5	10	1.4
-15.983	-57.517	0	PVL a endocn.méd.	200	A1	0	10	1	16.2	18.5	65.3	4	0.6	12	1.4
-15.167	-57.517	0	AQ a fr.	200	C3	110	160	5	17	8.6	74.4	4.2	0.2	10	1.4
-15.167	-57.517	0	AQ a fr.	200	C2	70	110	4	18	7.2	74.8	4.3	0.4	10	1.4
-15.167	-57.517	0	AQ a fr.	200	C1	30	70	3	15	7.3	77.7	4.4	0.6	10	1.4
-15.167	-57.517	0	AQ a fr.	200	AC	10	30	2	13	6.1	80.9	4.3	0.8	10	1.4
-15.167	-57.517	0	AQ a fr.	200	A1	0	10	1	19	4.8	76.2	4.2	0.8	10	1.4
-14.600	-57.517	0	TR e proem. arg.	200	A	0	20	1	48.8	39.8	11.4	6	2.4	8	1.4
-14.600	-57.517	0	TR e proem. arg.	200	B21	40	60	3	35.8	53.1	11.1	5.8	1.2	12	1.4
-14.600	-57.517	0	TR e proem. arg.	200	B1	20	40	2	36.2	56.2	7.6	5.9	1.3	12	1.4
-14.600	-57.517	0	TR e proem. arg.	200	B23	100	160	5	33.5	58.5	8	5.8	0.8	13	1.4
-14.600	-57.517	0	TR e proem. arg.	200	B22t	60	100	4	29.7	61.5	8.8	5.7	1	14	1.4
-19.300	-57.500	0	PE Ta A chern. Méd.	200	C	70	100	3	22	42	36	7.1	0.24	3	1.4
-19.300	-57.500	0	PE Ta A chern. Méd.	200	B	40	70	2	21	41	38	7	0.43	6	1.4
-19.300	-57.500	0	PE Ta A chern. Méd.	200	A	0	30	1	21	32	47	6	1.89	9	1.4
-16.300	-57.500	0	C e Tb arg.	200	B	80	120	1	29	40	31	4.8	0.3	6	1.4
3.050	-57.500	LVA distr. Text. M. arg.	LVA	200	B21	40	65	3	24	70	6	4.9	0.48	7	1.4
